OID_,latitude,longitude,activitystartdate,resultmeasurevalue_mg_l,chlor_a,nflh,poc,sst,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678
19144,29.1485,-83.0292,5/19/2010 0:00,4.6,8.0106764,,466.7999878,28.0033321,0.004164,0.004676,0.005632,0.006344,0.009272,0.010346,0.010118,0.007312,0.0062,0.006078
19145,29.1485,-83.0292,5/24/2010 0:00,6,8.0106764,,466.7999878,28.0033321,0.004164,0.004676,0.005632,0.006344,0.009272,0.010346,0.010118,0.007312,0.0062,0.006078
19146,29.1485,-83.0292,5/24/2010 0:00,5.6,8.0106764,,466.7999878,28.0033321,0.004164,0.004676,0.005632,0.006344,0.009272,0.010346,0.010118,0.007312,0.0062,0.006078
19147,29.0468,-82.7673,5/6/2010 0:00,6.7,,,,28.9026909,,,,,,,,,,
19148,29.0468,-82.7673,5/6/2010 0:00,4.8,,,,28.9026909,,,,,,,,,,
19149,29.0468,-82.7673,5/27/2010 0:00,7,,,,28.9026909,,,,,,,,,,
19150,29.1563,-83.0448,5/4/2010 0:00,5.4,9.5124636,,444.6000061,28.5028114,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19151,29.1563,-83.0448,5/12/2010 0:00,7,9.5124636,,444.6000061,28.5028114,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19152,29.1563,-83.0448,5/12/2010 0:00,6.6,9.5124636,,444.6000061,28.5028114,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19153,29.1563,-83.0448,5/19/2010 0:00,5.9,9.5124636,,444.6000061,28.5028114,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19154,29.1563,-83.0448,5/19/2010 0:00,5.6,9.5124636,,444.6000061,28.5028114,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19155,29.1563,-83.0448,5/24/2010 0:00,5.7,9.5124636,,444.6000061,28.5028114,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19156,29.1563,-83.0448,5/24/2010 0:00,5.6,9.5124636,,444.6000061,28.5028114,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19157,29.1662,-83.0275,5/4/2010 0:00,5.6,8.0106764,,466.7999878,28.0033321,0.004164,0.004676,0.005632,0.006344,0.009272,0.010346,0.010118,0.007312,0.0062,0.006078
19158,29.1662,-83.0275,5/4/2010 0:00,4,8.0106764,,466.7999878,28.0033321,0.004164,0.004676,0.005632,0.006344,0.009272,0.010346,0.010118,0.007312,0.0062,0.006078
19159,29.1662,-83.0275,5/12/2010 0:00,8.6,8.0106764,,466.7999878,28.0033321,0.004164,0.004676,0.005632,0.006344,0.009272,0.010346,0.010118,0.007312,0.0062,0.006078
19160,29.1662,-83.0275,5/12/2010 0:00,8.5,8.0106764,,466.7999878,28.0033321,0.004164,0.004676,0.005632,0.006344,0.009272,0.010346,0.010118,0.007312,0.0062,0.006078
19161,29.1662,-83.0275,5/19/2010 0:00,5.3,8.0106764,,466.7999878,28.0033321,0.004164,0.004676,0.005632,0.006344,0.009272,0.010346,0.010118,0.007312,0.0062,0.006078
19162,29.1662,-83.0275,5/19/2010 0:00,4.8,8.0106764,,466.7999878,28.0033321,0.004164,0.004676,0.005632,0.006344,0.009272,0.010346,0.010118,0.007312,0.0062,0.006078
19163,29.1662,-83.0275,5/24/2010 0:00,5.3,8.0106764,,466.7999878,28.0033321,0.004164,0.004676,0.005632,0.006344,0.009272,0.010346,0.010118,0.007312,0.0062,0.006078
19164,29.1662,-83.0275,5/24/2010 0:00,4.6,8.0106764,,466.7999878,28.0033321,0.004164,0.004676,0.005632,0.006344,0.009272,0.010346,0.010118,0.007312,0.0062,0.006078
19165,29.1683,-83.0377,5/4/2010 0:00,5.2,8.0106764,,466.7999878,28.1183319,0.004164,0.004676,0.005632,0.006344,0.009272,0.010346,0.010118,0.007312,0.0062,0.006078
19166,29.1683,-83.0377,5/12/2010 0:00,8.3,8.0106764,,466.7999878,28.1183319,0.004164,0.004676,0.005632,0.006344,0.009272,0.010346,0.010118,0.007312,0.0062,0.006078
19167,29.1683,-83.0377,5/12/2010 0:00,8,8.0106764,,466.7999878,28.1183319,0.004164,0.004676,0.005632,0.006344,0.009272,0.010346,0.010118,0.007312,0.0062,0.006078
19168,29.1683,-83.0377,5/19/2010 0:00,5.2,8.0106764,,466.7999878,28.1183319,0.004164,0.004676,0.005632,0.006344,0.009272,0.010346,0.010118,0.007312,0.0062,0.006078
19169,29.1683,-83.0377,5/19/2010 0:00,4.4,8.0106764,,466.7999878,28.1183319,0.004164,0.004676,0.005632,0.006344,0.009272,0.010346,0.010118,0.007312,0.0062,0.006078
19170,29.1683,-83.0377,5/24/2010 0:00,5,8.0106764,,466.7999878,28.1183319,0.004164,0.004676,0.005632,0.006344,0.009272,0.010346,0.010118,0.007312,0.0062,0.006078
19171,29.1683,-83.0377,5/24/2010 0:00,4.6,8.0106764,,466.7999878,28.1183319,0.004164,0.004676,0.005632,0.006344,0.009272,0.010346,0.010118,0.007312,0.0062,0.006078
19172,29.1612,-83.0473,5/4/2010 0:00,6.2,9.5124636,,444.6000061,28.5028114,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19173,29.1612,-83.0473,5/4/2010 0:00,6.1,9.5124636,,444.6000061,28.5028114,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19174,29.1612,-83.0473,5/12/2010 0:00,7.2,9.5124636,,444.6000061,28.5028114,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19175,29.1612,-83.0473,5/12/2010 0:00,6.8,9.5124636,,444.6000061,28.5028114,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19176,29.1612,-83.0473,5/19/2010 0:00,5.3,9.5124636,,444.6000061,28.5028114,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19177,29.1612,-83.0473,5/19/2010 0:00,4.7,9.5124636,,444.6000061,28.5028114,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19178,29.1612,-83.0473,5/24/2010 0:00,5.4,9.5124636,,444.6000061,28.5028114,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19179,29.1612,-83.0473,5/24/2010 0:00,5,9.5124636,,444.6000061,28.5028114,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19180,29.1765,-83.0543,5/4/2010 0:00,6.4,9.5124636,,444.6000061,28.5181236,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19181,29.1765,-83.0543,5/12/2010 0:00,7.9,9.5124636,,444.6000061,28.5181236,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19182,29.1765,-83.0543,5/12/2010 0:00,7.5,9.5124636,,444.6000061,28.5181236,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19183,29.1765,-83.0543,5/19/2010 0:00,5.3,9.5124636,,444.6000061,28.5181236,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19184,29.1765,-83.0543,5/19/2010 0:00,4.4,9.5124636,,444.6000061,28.5181236,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19185,29.1765,-83.0543,5/24/2010 0:00,6.4,9.5124636,,444.6000061,28.5181236,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19186,29.1765,-83.0543,5/24/2010 0:00,5.9,9.5124636,,444.6000061,28.5181236,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19187,29.1805,-83.0617,5/4/2010 0:00,6.5,9.5124636,,444.6000061,28.5181236,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19188,29.1805,-83.0617,5/4/2010 0:00,6.1,9.5124636,,444.6000061,28.5181236,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19189,29.1805,-83.0617,5/12/2010 0:00,8,9.5124636,,444.6000061,28.5181236,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19190,29.1805,-83.0617,5/12/2010 0:00,7.4,9.5124636,,444.6000061,28.5181236,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19191,29.1805,-83.0617,5/19/2010 0:00,5.5,9.5124636,,444.6000061,28.5181236,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19192,29.1805,-83.0617,5/19/2010 0:00,5.2,9.5124636,,444.6000061,28.5181236,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19193,29.1805,-83.0617,5/24/2010 0:00,6,9.5124636,,444.6000061,28.5181236,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19194,29.1805,-83.0617,5/24/2010 0:00,5.9,9.5124636,,444.6000061,28.5181236,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19195,29.188,-83.0653,5/4/2010 0:00,6.4,9.5124636,,444.6000061,28.5181236,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19196,29.188,-83.0653,5/4/2010 0:00,6.3,9.5124636,,444.6000061,28.5181236,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19197,29.188,-83.0653,5/12/2010 0:00,8.1,9.5124636,,444.6000061,28.5181236,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19198,29.188,-83.0653,5/12/2010 0:00,7.6,9.5124636,,444.6000061,28.5181236,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19199,29.188,-83.0653,5/19/2010 0:00,5.9,9.5124636,,444.6000061,28.5181236,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19200,29.188,-83.0653,5/19/2010 0:00,5.4,9.5124636,,444.6000061,28.5181236,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19201,29.188,-83.0653,5/24/2010 0:00,6,9.5124636,,444.6000061,28.5181236,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19202,29.188,-83.0653,5/24/2010 0:00,6.1,9.5124636,,444.6000061,28.5181236,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19203,29.1957,-83.0705,5/4/2010 0:00,6.5,9.5124636,,444.6000061,28.5181236,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19204,29.1957,-83.0705,5/12/2010 0:00,7.9,9.5124636,,444.6000061,28.5181236,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19205,29.1957,-83.0705,5/12/2010 0:00,7.4,9.5124636,,444.6000061,28.5181236,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19206,29.1957,-83.0705,5/19/2010 0:00,6,9.5124636,,444.6000061,28.5181236,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19207,29.1957,-83.0705,5/19/2010 0:00,5.7,9.5124636,,444.6000061,28.5181236,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19208,29.1957,-83.0705,5/24/2010 0:00,6.3,9.5124636,,444.6000061,28.5181236,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19209,29.215,-83.0732,5/4/2010 0:00,6.5,9.5124636,,444.6000061,28.2909985,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19210,29.215,-83.0732,5/12/2010 0:00,7.9,9.5124636,,444.6000061,28.2909985,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19211,29.215,-83.0732,5/12/2010 0:00,7.6,9.5124636,,444.6000061,28.2909985,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19212,29.215,-83.0732,5/19/2010 0:00,5.7,9.5124636,,444.6000061,28.2909985,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19213,29.215,-83.0732,5/19/2010 0:00,5.6,9.5124636,,444.6000061,28.2909985,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19214,29.215,-83.0732,5/24/2010 0:00,6.6,9.5124636,,444.6000061,28.2909985,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19215,29.215,-83.0732,5/24/2010 0:00,6.1,9.5124636,,444.6000061,28.2909985,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19216,29.2245,-83.0795,5/4/2010 0:00,6.5,9.5124636,,444.6000061,28.2909985,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19217,29.2245,-83.0795,5/12/2010 0:00,8.7,9.5124636,,444.6000061,28.2909985,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19218,29.2245,-83.0795,5/12/2010 0:00,7.6,9.5124636,,444.6000061,28.2909985,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19219,29.2245,-83.0795,5/19/2010 0:00,5.9,9.5124636,,444.6000061,28.2909985,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19220,29.2245,-83.0795,5/19/2010 0:00,5.7,9.5124636,,444.6000061,28.2909985,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19221,29.2245,-83.0795,5/24/2010 0:00,5.7,9.5124636,,444.6000061,28.2909985,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19222,29.2245,-83.0795,5/24/2010 0:00,5.1,9.5124636,,444.6000061,28.2909985,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19223,29.218,-83.0915,5/4/2010 0:00,6.6,16.7764854,0.3078208,928.7000122,28.0502625,0.0009607,0.001419,0.0018527,0.002174,0.003528,0.0040573,0.004072,0.0028993,0.002413,0.0024283
19224,29.2168,-83.12,5/4/2010 0:00,6.6,16.7764854,0.3078208,928.7000122,28.0502625,0.0009607,0.001419,0.0018527,0.002174,0.003528,0.0040573,0.004072,0.0028993,0.002413,0.0024283
19225,29.2058,-83.0812,5/4/2010 0:00,6.6,9.5124636,,444.6000061,28.2909985,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19226,29.2058,-83.0812,5/4/2010 0:00,6.9,9.5124636,,444.6000061,28.2909985,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19227,29.2058,-83.0812,5/12/2010 0:00,6.1,9.5124636,,444.6000061,28.2909985,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19228,29.2058,-83.0812,5/12/2010 0:00,7.3,9.5124636,,444.6000061,28.2909985,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19229,29.2058,-83.0812,5/12/2010 0:00,6.3,9.5124636,,444.6000061,28.2909985,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19230,29.2058,-83.0812,5/12/2010 0:00,7.8,9.5124636,,444.6000061,28.2909985,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19231,29.2058,-83.0812,5/19/2010 0:00,5.8,9.5124636,,444.6000061,28.2909985,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19232,29.2058,-83.0812,5/19/2010 0:00,6,9.5124636,,444.6000061,28.2909985,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19233,29.2058,-83.0812,5/19/2010 0:00,6.4,9.5124636,,444.6000061,28.2909985,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19234,29.2058,-83.0812,5/24/2010 0:00,5.7,9.5124636,,444.6000061,28.2909985,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19235,29.2058,-83.0812,5/24/2010 0:00,6,9.5124636,,444.6000061,28.2909985,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19236,29.2058,-83.0812,5/24/2010 0:00,4.9,9.5124636,,444.6000061,28.2909985,0.00239,0.002732,0.00323,0.00342,0.005156,0.005858,0.005724,0.004834,0.003976,0.003998
19237,29.2635,-83.171,5/20/2010 0:00,6.7,23.8276367,0.313513,899.6000366,27.9540615,0.0009,0.001338,0.0017064,0.001952,0.0031704,0.0036884,0.0037296,0.002902,0.0024128,0.0024368
19238,29.2635,-83.171,5/20/2010 0:00,4.8,23.8276367,0.313513,899.6000366,27.9540615,0.0009,0.001338,0.0017064,0.001952,0.0031704,0.0036884,0.0037296,0.002902,0.0024128,0.0024368
19239,29.249,-83.1705,5/20/2010 0:00,6.6,17.0238724,0.2344922,733.0571289,27.8576317,0.0010446,0.0014074,0.0017537,0.0020234,0.0033003,0.003858,0.003924,0.002058,0.0016223,0.0016383
19240,27.4943,-82.5247,5/11/2010 0:00,5.1,,,,,,,,,,,,,,
19241,27.6495,-82.5785,5/4/2010 0:00,7,,,,28.765667,,,,,,,,,,
19242,27.613,-82.5776,5/4/2010 0:00,7.5,,,,28.4984608,,,,,,,,,,
19243,27.5509,-82.5731,5/4/2010 0:00,6.9,,,,28.4973068,,,,,,,,,,
19244,27.5911,-82.6218,5/4/2010 0:00,7.1,,,,28.590332,,,,,,,,,,
19245,27.5575,-82.6332,5/4/2010 0:00,7,3.3455703,0.4378,390,28.28475,0.007182,0.009598,0.01248,0.01417,0.017212,0.017674,0.016858,0.005616,0.004504,0.004414
19246,27.5273,-82.6096,5/4/2010 0:00,7.9,,,,28.5977268,,,,,,,,,,
19247,27.5112,-82.5979,5/4/2010 0:00,8.2,,,,28.5977268,,,,,,,,,,
19248,27.5112,-82.5979,5/4/2010 0:00,8.1,,,,28.5977268,,,,,,,,,,
19249,27.5431,-82.6446,5/4/2010 0:00,7.1,3.3455703,0.4378,390,28.28475,0.007182,0.009598,0.01248,0.01417,0.017212,0.017674,0.016858,0.005616,0.004504,0.004414
19250,27.5413,-82.7171,5/4/2010 0:00,7.7,,,,27.7682495,,,,,,,,,,
19251,27.5288,-82.7036,5/4/2010 0:00,8.5,3.3455703,0.4378,390,28.4197502,0.007182,0.009598,0.01248,0.01417,0.017212,0.017674,0.016858,0.005616,0.004504,0.004414
19252,27.4732,-82.6487,5/4/2010 0:00,7.9,,,,,,,,,,,,,,
19253,27.399,-82.6005,5/4/2010 0:00,7.6,,,,28.7169991,,,,,,,,,,
19254,27.4811,-82.6993,5/4/2010 0:00,8.4,,,,27.6619987,,,,,,,,,,
19255,27.4533,-82.6752,5/4/2010 0:00,8.4,1.357011,0.02402,297.2000122,27.3397369,0.005318,0.006604,0.009004,0.010404,0.010408,0.009462,0.00843,0.000572,0.000456,0.00043
19256,27.4215,-82.6469,5/4/2010 0:00,8.3,,,,29.1568737,,,,,,,,,,
19257,27.4112,-82.6432,5/4/2010 0:00,7.7,,,,29.1568737,,,,,,,,,,
19258,27.5288,-82.5052,5/11/2010 0:00,5.9,,,,,,,,,,,,,,
19259,25.2735,-80.3746,5/12/2010 0:00,6.16,,,,,,,,,,,,,,
19260,25.2735,-80.3746,5/12/2010 0:00,6,,,,,,,,,,,,,,
19261,25.2735,-80.3746,5/12/2010 0:00,5.95,,,,,,,,,,,,,,
19262,25.1973,-80.398,5/5/2010 0:00,6.4,,,,,,,,,,,,,,
19263,25.1973,-80.398,5/5/2010 0:00,6.5,,,,,,,,,,,,,,
19264,25.1973,-80.398,5/5/2010 0:00,6.46,,,,,,,,,,,,,,
19265,28.0257,-82.804,5/12/2010 0:00,5.81,,,,28.1285286,,,,,,,,,,
19266,28.0257,-82.804,5/12/2010 0:00,5.76,,,,28.1285286,,,,,,,,,,
19267,27.9514,-82.8122,5/12/2010 0:00,5.9,,,,29.3125,,,,,,,,,,
19268,27.9514,-82.8122,5/12/2010 0:00,5.91,,,,29.3125,,,,,,,,,,
19269,27.9514,-82.8122,5/12/2010 0:00,5.98,,,,29.3125,,,,,,,,,,
19270,27.9389,-82.8233,5/12/2010 0:00,5.84,,,,29.3125,,,,,,,,,,
19271,27.9389,-82.8233,5/12/2010 0:00,5.89,,,,29.3125,,,,,,,,,,
19272,27.9389,-82.8233,5/12/2010 0:00,5.71,,,,29.3125,,,,,,,,,,
19273,27.943,-82.8311,5/12/2010 0:00,5.79,,,,29.3125,,,,,,,,,,
19274,27.943,-82.8311,5/12/2010 0:00,5.87,,,,29.3125,,,,,,,,,,
19275,27.943,-82.8311,5/12/2010 0:00,5.53,,,,29.3125,,,,,,,,,,
19276,27.9006,-82.835,5/12/2010 0:00,6.34,,,,27.6149998,,,,,,,,,,
19277,27.9006,-82.835,5/12/2010 0:00,6.38,,,,27.6149998,,,,,,,,,,
19278,27.7889,-82.6082,5/18/2010 0:00,7.07,8.33255,0.318375,482.3999939,28.9475002,0.00298,0.003732,0.004468,0.005192,0.007862,0.00855,0.008294,0.003786,0.00304,0.003006
19279,27.7889,-82.6082,5/18/2010 0:00,6.93,8.33255,0.318375,482.3999939,28.9475002,0.00298,0.003732,0.004468,0.005192,0.007862,0.00855,0.008294,0.003786,0.00304,0.003006
19280,27.7889,-82.6082,5/18/2010 0:00,6.34,8.33255,0.318375,482.3999939,28.9475002,0.00298,0.003732,0.004468,0.005192,0.007862,0.00855,0.008294,0.003786,0.00304,0.003006
19281,27.8123,-82.596,5/18/2010 0:00,5.63,8.332551,0.318375,482.3999939,29.0354156,0.00298,0.003732,0.004468,0.005192,0.007862,0.00855,0.008294,0.003786,0.00304,0.003006
19282,27.8123,-82.596,5/18/2010 0:00,6.19,8.332551,0.318375,482.3999939,29.0354156,0.00298,0.003732,0.004468,0.005192,0.007862,0.00855,0.008294,0.003786,0.00304,0.003006
19283,27.7881,-82.594,5/18/2010 0:00,7.31,8.33255,0.318375,482.3999939,28.9475002,0.00298,0.003732,0.004468,0.005192,0.007862,0.00855,0.008294,0.003786,0.00304,0.003006
19284,27.7881,-82.594,5/18/2010 0:00,6.52,8.33255,0.318375,482.3999939,28.9475002,0.00298,0.003732,0.004468,0.005192,0.007862,0.00855,0.008294,0.003786,0.00304,0.003006
19285,27.7881,-82.594,5/18/2010 0:00,5.5,8.33255,0.318375,482.3999939,28.9475002,0.00298,0.003732,0.004468,0.005192,0.007862,0.00855,0.008294,0.003786,0.00304,0.003006
19286,27.8304,-82.5858,5/18/2010 0:00,5.98,,,,28.3924999,,,,,,,,,,
19287,27.8304,-82.5858,5/18/2010 0:00,4.86,,,,28.3924999,,,,,,,,,,
19288,27.7404,-82.6241,5/18/2010 0:00,7.2,8.1147537,0.350165,490.6000061,28.7306252,0.002886,0.003596,0.00435,0.005122,0.007654,0.008378,0.008186,0.00347,0.00276,0.002772
19289,27.7404,-82.6241,5/18/2010 0:00,7.65,8.1147537,0.350165,490.6000061,28.7306252,0.002886,0.003596,0.00435,0.005122,0.007654,0.008378,0.008186,0.00347,0.00276,0.002772
19290,27.7269,-82.6247,5/18/2010 0:00,5.79,8.1147537,0.350165,490.6000061,28.7306252,0.002886,0.003596,0.00435,0.005122,0.007654,0.008378,0.008186,0.00347,0.00276,0.002772
19291,27.7269,-82.6247,5/18/2010 0:00,5.38,8.1147537,0.350165,490.6000061,28.7306252,0.002886,0.003596,0.00435,0.005122,0.007654,0.008378,0.008186,0.00347,0.00276,0.002772
19292,27.7269,-82.6247,5/18/2010 0:00,5.18,8.1147537,0.350165,490.6000061,28.7306252,0.002886,0.003596,0.00435,0.005122,0.007654,0.008378,0.008186,0.00347,0.00276,0.002772
19293,27.717,-82.6228,5/18/2010 0:00,9.01,8.1147537,0.350165,490.6000061,28.7306252,0.002886,0.003596,0.00435,0.005122,0.007654,0.008378,0.008186,0.00347,0.00276,0.002772
19294,27.717,-82.6228,5/18/2010 0:00,9,8.1147537,0.350165,490.6000061,28.7306252,0.002886,0.003596,0.00435,0.005122,0.007654,0.008378,0.008186,0.00347,0.00276,0.002772
19295,27.717,-82.6228,5/18/2010 0:00,9.8,8.1147537,0.350165,490.6000061,28.7306252,0.002886,0.003596,0.00435,0.005122,0.007654,0.008378,0.008186,0.00347,0.00276,0.002772
19296,27.833,-82.7699,5/18/2010 0:00,5.73,,,,28.7799988,,,,,,,,,,
19297,27.8213,-82.7666,5/18/2010 0:00,4.62,,,,27.6262493,,,,,,,,,,
19298,27.8213,-82.7666,5/18/2010 0:00,3.95,,,,27.6262493,,,,,,,,,,
19299,27.8191,-82.7635,5/18/2010 0:00,4.57,,,,27.6262493,,,,,,,,,,
19300,27.8191,-82.7635,5/18/2010 0:00,4.72,,,,27.6262493,,,,,,,,,,
19301,27.8143,-82.7628,5/18/2010 0:00,5.26,,,,27.6262493,,,,,,,,,,
19302,27.8143,-82.7628,5/18/2010 0:00,5.24,,,,27.6262493,,,,,,,,,,
19303,27.8551,-82.6132,5/25/2010 0:00,5.19,,,,,,,,,,,,,,
19304,27.8551,-82.6132,5/25/2010 0:00,5.13,,,,,,,,,,,,,,
19305,27.8551,-82.616,5/25/2010 0:00,5.51,,,,,,,,,,,,,,
19306,27.8551,-82.616,5/25/2010 0:00,5.46,,,,,,,,,,,,,,
19307,27.8551,-82.616,5/25/2010 0:00,5.34,,,,,,,,,,,,,,
19308,27.8367,-82.6011,5/25/2010 0:00,6.48,,,,28.3924999,,,,,,,,,,
19309,27.8367,-82.6011,5/25/2010 0:00,6.84,,,,28.3924999,,,,,,,,,,
19310,27.8388,-82.6069,5/25/2010 0:00,6.15,,,,28.3924999,,,,,,,,,,
19311,27.754,-82.7553,5/26/2010 0:00,6.58,,,,27.6256237,,,,,,,,,,
19312,27.754,-82.7553,5/26/2010 0:00,6.25,,,,27.6256237,,,,,,,,,,
19313,27.754,-82.7553,5/26/2010 0:00,6,,,,27.6256237,,,,,,,,,,
19314,27.7553,-82.7486,5/26/2010 0:00,7.17,,,,,,,,,,,,,,
19315,27.7553,-82.7486,5/26/2010 0:00,7.39,,,,,,,,,,,,,,
